Track,Artist,Album,Album_type,Licensed,official_video
She Believes In Me,Kenny Rogers,The Gambler,album,True,True
Lucille,Kenny Rogers,Kenny Rogers,album,False,False
You Decorated My Life,Kenny Rogers,Kenny,album,False,False
Ruby Don't Take Your Love To Town,Kenny Rogers,Ten Years Of Gold,compilation,False,False
El Ultimo Adiós - Varios Artistas Version,Miguel Bosé,El Ultimo Adiós,single,False,False
Morena mía,Miguel Bosé,Sereno,album,True,True
Si tú no vuelves,Miguel Bosé,Bajo El Signo De Caín,album,True,True
Amante Bandido,Miguel Bosé,Bandido,album,False,False
Ay Haiti!,Miguel Bosé,Ay Haiti!,single,True,True
Aire soy (feat. Ximena Sariñana),Miguel Bosé,Papitwo (Deluxe),album,True,True
Te Amaré,Miguel Bosé,"""Miguel""",album,False,False
Como un lobo (Dueto 2007),Miguel Bosé,Papito (Deluxe),album,True,True
Morenamía (Dueto 2007),Miguel Bosé,Papito (Deluxe),album,True,True
Amiga,Miguel Bosé,Linda,album,False,False
La Cosa Mas Bella,Eros Ramazzotti,Donde Hay Música (Spanish Version),album,True,True
Otra Como Tu,Eros Ramazzotti,Todo Historias,album,True,True
Cosas De La Vida,Eros Ramazzotti,Todo Historias,album,False,False
Più bella cosa,Eros Ramazzotti,Dove c'è musica,album,True,True
Una Emocion para Siempre,Eros Ramazzotti,9 (Spanish Version),album,False,False
Por Ti Me Casare,Eros Ramazzotti,Musica Es,album,False,False
Se bastasse una canzone,Eros Ramazzotti,Eros,album,True,True
Fuego en el Fuego,Eros Ramazzotti,Estilolibre (Spanish Version),album,True,True
Un'emozione per sempre,Eros Ramazzotti,9,album,True,True
La Media Vuelta,Eros Ramazzotti,México & Amigos,album,True,True
¿Cual Es Tu Plan?,Ñejo,¿Cual Es Tu Plan?,single,True,True
FERXXO X ÑEJO,Ñejo,BAHÍA DUCATI,album,True,True
Y Si La Ves,Ñejo,Y Si La Ves,single,True,True
Monumento - Remix,Ñejo,Monumento (Remix),single,True,True
Escápate Conmigo - Remix,Ñejo,Escápate Conmigo (Remix),single,False,False
"Esta Cabron (Remix) [feat. Anuel Aa, Yomo, Pusho, Almighty, D.Ozi & Jamby ""El Favo""]",Ñejo,"Esta Cabron (Remix) [feat. Anuel Aa, Yomo, Pusho, Almighty, D.Ozi & Jamby ""El Favo""]",single,True,True
Monumento,Ñejo,Monumento,single,True,True
Se Te Hizo Tarde,Ñejo,Se Te Hizo Tarde,single,True,True
Muy Feliz - Remix,Ñejo,Muy Feliz (Remix),single,False,True
Mi Estilo de Vida II,Ñejo,Mi Estilo de Vida II,single,True,True
Tú de Qué Vas,Franco De Vita,Stop,album,False,True
Si la Ves (feat. Sin Bandera),Franco De Vita,Stop,album,False,False
Tan Sólo Tú (feat. Alejandra Guzmán) - Franco De Vita en Primera Fila,Franco De Vita,Franco De Vita En Primera Fila,album,True,True
Un Buen Perdedor,Franco De Vita,Franco de Vita,album,False,False
Te Amo,Franco De Vita,Franco De Vita En Primera Fila,album,False,True
Te Amo,Franco De Vita,Al Norte Del Sur,album,False,True
Te Pienso Sin Querer (feat. Gloria Trevi) - Vuelve en Primera Fila - Live Version,Franco De Vita,Franco De Vita Vuelve en Primera Fila,album,True,True
Un Buen Perdedor,Franco De Vita,Franco De Vita En Primera Fila,album,False,False
Louis,Franco De Vita,Al Norte Del Sur,album,False,True
No Basta,Franco De Vita,Mis 30 Mejores Canciones,album,False,True
You're The One That I Want - Remastered 2022,Olivia Newton-John,Olivia's Greatest Hits (Vol. 2 / Deluxe Edition / Remastered),compilation,False,False
Hopelessly Devoted To You,Olivia Newton-John,20th Century Masters: The Millennium Collection: Best Of Olivia Newton-John,compilation,False,False
Summer Nights - From “Grease”,Olivia Newton-John,Grease (The Original Motion Picture Soundtrack),compilation,False,False
Physical - Remastered 2021,Olivia Newton-John,Physical (Deluxe Edition),album,True,True
We Go Together - From “Grease”,Olivia Newton-John,Grease (The Original Motion Picture Soundtrack),compilation,False,False
Xanadu - Remastered 2022,Olivia Newton-John,Olivia's Greatest Hits (Vol. 2 / Deluxe Edition / Remastered),compilation,True,True
Baby It's Cold Outside,Olivia Newton-John,This Christmas,album,False,False
"I Love You, I Honestly Love You",Olivia Newton-John,"If You Love Me, Let Me Know",album,True,True
Twist Of Fate,Olivia Newton-John,20th Century Masters: The Millennium Collection: Best Of Olivia Newton-John,compilation,False,False
Have You Never Been Mellow,Olivia Newton-John,Have You Never Been Mellow,album,False,False
Merry Christmas Darling - Remix,Carpenters,Christmas Portrait (Special Edition/Reissue),album,True,True
Top Of The World,Carpenters,A Song For You,album,False,False
Yesterday Once More,Carpenters,Now & Then (Reissue),album,False,False
Sleigh Ride,Carpenters,Christmas Portrait (Special Edition/Reissue),album,False,False
(They Long To Be) Close To You,Carpenters,Close To You,album,False,False
Silent Night,Carpenters,Christmas Portrait (Special Edition/Reissue),album,True,True
I Won't Last A Day Without You,Carpenters,A Song For You,album,False,False
Please Mr. Postman,Carpenters,Horizon,album,False,False
Rainy Days And Mondays,Carpenters,Carpenters,album,True,True
We've Only Just Begun,Carpenters,Close To You,album,False,False
Te He Prometido,Leo Dan,Canta Trovador,album,True,True
Cómo Te Extraño Mi Amor,Leo Dan,Como Te Extraño Mi Amor,album,True,True
Esa Pared (feat. Vicente Fernández),Leo Dan,Celebrando a una Leyenda (En Vivo),album,False,False
Mary Es Mi Amor,Leo Dan,Lo Esencial,album,True,True
Pídeme la Luna,Leo Dan,Como un León,album,True,True
Qué Tiene la Niña,Leo Dan,El Fenómeno,album,True,True
"Tú Llegaste, Cuando Menos Te Esperaba",Leo Dan,10 De Coleccion,album,True,True
Yo Sé Que No Es Feliz (En Vivo) (feat. Matisse),Leo Dan,Celebrando a una Leyenda (En Vivo),album,True,True
Cómo Te Extraño Mi Amor (En Vivo) (feat. Rubén Albarrán),Leo Dan,Celebrando a una Leyenda (En Vivo),album,True,True
Esa Pared,Leo Dan,Exitos Con Mariachi,album,False,False
Life We Live (feat. Namond Lumpkin & Edgar Fletcher),Project Pat,Mista Don't Play: Everythangs Workin,album,False,False
Take Da Charge,Project Pat,Layin' Da Smack Down (Explicit Version),album,False,False
Chickenhead (feat. Three 6 Mafia & La Chat),Project Pat,Mista Don't Play: Everythangs Workin,album,True,True
North Memphis,Project Pat,Ghetty Green,album,False,False
RIP Young (feat. Project Pat & Juicy J) - Remix,Project Pat,The House Is Burning [homies begged],album,True,True
Cheese and Dope,Project Pat,Mista Don't Play: Everythangs Workin,album,True,True
Out There,Project Pat,Ghetty Green,album,False,False
"Lane Switcha (feat. A$AP Rocky, Juicy J & Project Pat)",Project Pat,"Lane Switcha (feat. A$AP Rocky, Juicy J & Project Pat) [From F9 The Fast Saga Original Motion Picture Soundtrack]",single,True,True
If You Ain't From My Hood (feat. Juicy J & DJ Paul),Project Pat,Mista Don't Play: Everythangs Workin,album,False,False
CheezNDope (feat. Young Dolph & Key Glock),Project Pat,CheezNDope (feat. Young Dolph & Key Glock),single,True,True
Always on My Mind - with The Royal Philharmonic Orchestra,Royal Philharmonic Orchestra,The Wonder of You: Elvis Presley with the Royal Philharmonic Orchestra,album,False,False
Love Me Tender - with The Royal Philharmonic Orchestra,Royal Philharmonic Orchestra,If I Can Dream: Elvis Presley with the Royal Philharmonic Orchestra,album,True,True
Can't Help Falling In Love - with The Royal Philharmonic Orchestra,Royal Philharmonic Orchestra,If I Can Dream: Elvis Presley with the Royal Philharmonic Orchestra,album,False,False
"Rêverie, CD 76 (Arr. Cullen for Cello and Orchestra)",Royal Philharmonic Orchestra,Start Your Day With Debussy,compilation,True,True
Tree of Life Suite: Oceano,Royal Philharmonic Orchestra,Tree of Life,album,True,True
irreplaceable,Royal Philharmonic Orchestra,breathe,album,True,True
Burning Love - with The Royal Philharmonic Orchestra,Royal Philharmonic Orchestra,If I Can Dream: Elvis Presley with the Royal Philharmonic Orchestra,album,False,False
"Beauty and the Beast - From ""Beauty and the Beast""",Royal Philharmonic Orchestra,Disney Goes Classical,album,True,True
The Nutcracker: Waltz Of The Flowers,Royal Philharmonic Orchestra,Christmas Classics,album,False,False
"I See The Light - From ""Tangled""",Royal Philharmonic Orchestra,Disney Goes Classical,album,True,True
Glamorous,Fergie,The Dutchess,album,True,True
Big Girls Don't Cry (Personal),Fergie,The Dutchess,album,True,True
Fergalicious,Fergie,The Dutchess,album,True,True
L.A.LOVE (la la) [feat. YG],Fergie,Double Dutchess,album,True,True
London Bridge,Fergie,The Dutchess,album,True,True
Clumsy,Fergie,The Dutchess,album,True,True
A Little Party Never Killed Nobody (All We Got),Fergie,Music From Baz Luhrmann's Film The Great Gatsby,compilation,True,True
M.I.L.F. $,Fergie,Double Dutchess,album,True,True
London Bridge,Fergie,London Bridge,single,True,True
Love Song to the Earth,Fergie,Love Song to the Earth,single,True,True
Always On Time,Ja Rule,Pain Is Love,album,True,True
Wonderful,Ja Rule,R.U.L.E.,album,True,True
Livin' It Up,Ja Rule,Pain Is Love,album,False,False
Put It On Me,Ja Rule,Rule 3:36,album,False,False
Mesmerize,Ja Rule,The Last Temptation,album,True,True
Clap Back,Ja Rule,Blood In My Eye,album,True,True
Down A** B**ch,Ja Rule,Pain Is Love,album,True,True
New York,Ja Rule,R.U.L.E.,album,True,True
Furious,Ja Rule,The Fast and The Furious,compilation,False,False
Between Me & You,Ja Rule,Rule 3:36,album,True,True
Nosso Amor Quer Paz - Ao Vivo,Péricles,"Pagode do Pericão II, Pt. 1 (Ao Vivo)",album,True,True
Graveto - Ao Vivo,Péricles,"Pagode Do Pericão II, Pt. 2 (Ao Vivo)",album,True,True
Final De Tarde,Péricles,Nos Arcos da Lapa,album,True,True
Camarão Que Dorme a Onda Leva,Péricles,"Sambabook Zeca Pagodinho, Vol. 2",compilation,True,True
Até Que Durou - Ao Vivo,Péricles,Até Que Durou (Ao Vivo),single,True,True
Lembrança - Ao Vivo,Péricles,"Pagode do Pericão II, Pt. 1 (Ao Vivo)",album,True,True
Sinais de fogo - Ao Vivo,Péricles,Numanice #2 (Ao Vivo),album,True,True
Melhor Eu Ir,Péricles,Feito Pra Durar,album,True,True
Supera - Ao Vivo,Péricles,Pagode do Pericão (Ao Vivo),album,True,True
Vou Festejar,Péricles,"Sambabook Jorge Aragão, Vol. 2",compilation,False,False
El Ultimo Adiós - Varios Artistas Version,Gilberto Santa Rosa,El Ultimo Adiós,single,False,False
Conteo Regresivo - Salsa Version,Gilberto Santa Rosa,Contraste,album,True,True
La Agarro Bajando,Gilberto Santa Rosa,Intenso,album,True,True
Que Alguien Me Diga,Gilberto Santa Rosa,Expresion,album,True,True
Conciencia,Gilberto Santa Rosa,Perspectiva,album,True,True
Un Montón de Estrellas,Gilberto Santa Rosa,Viceversa,album,True,True
Sombra Loca,Gilberto Santa Rosa,Auténtico,album,True,True
Que Manera De Quererte,Gilberto Santa Rosa,Que Manera De Quererte,single,True,True
Cartas Sobre La Mesa,Gilberto Santa Rosa,"Debut y Segunda Tanda, Vol.1",album,False,True
Bailando A Tu Son,Gilberto Santa Rosa,"Debut y Segunda Tanda, Vol.1",album,True,True
Slow Jamz,Jamie Foxx,The College Dropout,album,False,False
The City's Yours,Jamie Foxx,Annie (Original Motion Picture Soundtrack),compilation,True,True
Blame It,Jamie Foxx,Intuition,album,True,True
Hot Wings (I Wanna Party),Jamie Foxx,Rio: Music From The Motion Picture,compilation,False,False
Fly Love,Jamie Foxx,Rio: Music From The Motion Picture,compilation,False,False
Dearly Beloved (feat. Jamie Foxx),Jamie Foxx,Folarin II,album,False,False
Unpredictable (feat. Ludacris) - Main,Jamie Foxx,Unpredictable,album,True,True
Fall For Your Type (feat. Drake),Jamie Foxx,Best Night Of My Life,album,True,True
Real In Rio,Jamie Foxx,Rio: Music From The Motion Picture,compilation,False,False
DJ Play A Love Song (feat. Twista),Jamie Foxx,Unpredictable,album,True,True
El Ultimo Adiós - Varios Artistas Version,Ricardo Montaner,El Ultimo Adiós,single,False,False
Tan enamorados,Ricardo Montaner,Ricardo Montaner Con La London Metropolitan Orchestra,album,False,False
Bésame,Ricardo Montaner,Besame,single,True,True
Me va a extrañar (aka Unchain My Heart),Ricardo Montaner,Ricardo Montaner Con La London Metropolitan Orchestra,album,False,False
Aunque Ahora Estés Con El,Ricardo Montaner,Ida y Vuelta,album,True,True
Me Va A Extranar,Ricardo Montaner,Un Toque De Misterio,album,False,False
Te Adoraré,Ricardo Montaner,Montaner,album,True,True
Déjame llorar,Ricardo Montaner,Ricardo Montaner Con La London Metropolitan Orchestra,album,False,True
Tan Enamorados,Ricardo Montaner,Ricardo Montaner Volumen 2,album,False,False
La Gloria de Dios (feat. Evaluna Montaner),Ricardo Montaner,Viajero Frecuente - Destino México,album,True,True
"One, Two Step (feat. Missy Elliott)",Ciara,Goodies,album,True,True
Goodies (feat. Petey Pablo),Ciara,Goodies,album,True,True
Like a Boy,Ciara,The Evolution,album,True,True
Body Party,Ciara,Ciara,album,True,True
Promise,Ciara,The Evolution,album,True,True
Level Up,Ciara,Beauty Marks,album,False,True
Oh (feat. Ludacris),Ciara,Goodies,album,True,True
Can't Leave 'Em Alone (feat. 50 Cent),Ciara,The Evolution,album,True,True
Better Thangs (with Summer Walker),Ciara,Better Thangs,single,True,True
Get Up (feat. Chamillionaire),Ciara,The Evolution,album,True,True
Still Strugglin',Raekwon,This Is East Coast Hip Hop,compilation,False,False
"Ice Cream (feat. Ghostface Killah, Method Man & Cappadonna)",Raekwon,Only Built 4 Cuban Linx...,album,True,True
Feel No Pain (feat. Anderson .Paak & Raekwon),Raekwon,$oul $old $eparately,album,True,True
"Guillotine (Swordz) (feat. Ghostface Killah, Inspectah Deck & GZA (Genius))",Raekwon,Only Built 4 Cuban Linx...,album,True,True
Iron Maiden,Raekwon,Ironman,album,True,True
Incarcerated Scarfaces,Raekwon,Only Built 4 Cuban Linx...,album,True,True
Oh Lord,Raekwon,Clayton,album,True,True
The Morning,Raekwon,Kanye West Presents Good Music Cruel Summer,compilation,True,True
Criminology (feat. Ghostface Killah),Raekwon,Only Built 4 Cuban Linx...,album,True,True
Verbal Intercourse (feat. Ghostface Killah & Nas),Raekwon,Only Built 4 Cuban Linx...,album,False,False
Gangsta's Paradise (L.V. Version),L.V.,I Am L.V.,album,True,True
Throw Your Hands Up - Treach Version,L.V.,I Am L.V.,album,True,True
The Wrong Come Up,L.V.,I Am L.V.,album,True,True
Crazy Little G's - Part 1,L.V.,I Am L.V.,album,True,True
Hey Love,L.V.,I Am L.V.,album,True,True
Gangsta's Boogie - Barr 9 Version,L.V.,I Am L.V.,album,True,True
I Am L.V.,L.V.,I Am L.V.,album,True,True
Fire From the Gun,L.V.,I Am L.V.,album,True,True
Gangsta's Boogie - Prode'je Version,L.V.,I Am L.V.,album,True,True
The 'G' Within,L.V.,I Am L.V.,album,True,True
Life is a Highway,Rascal Flatts,Me And My Gang,album,True,True
Bless The Broken Road,Rascal Flatts,Feels Like Today,album,True,True
What Hurts The Most,Rascal Flatts,Me And My Gang,album,True,True
My Wish,Rascal Flatts,Me And My Gang,album,False,False
I Like The Sound Of That,Rascal Flatts,Rewind,album,True,True
Summer Nights,Rascal Flatts,Unstoppable,album,True,True
Fast Cars And Freedom,Rascal Flatts,Feels Like Today,album,True,True
I Won't Let Go,Rascal Flatts,Nothing Like This,album,True,True
Until Grace,Rascal Flatts,Citizen of Heaven,album,False,True
Back To Life,Rascal Flatts,Back To Life,single,True,True
Vete Ya,Valentín Elizalde,Mi Satisfacción,album,True,True
Te Quiero Así,Valentín Elizalde,Vencedor,album,True,True
A Mis Enemigos,Valentín Elizalde,Vencedor,album,False,False
Vencedor,Valentín Elizalde,Vencedor,album,True,True
Volvere A Amar,Valentín Elizalde,Volveré a Amar,album,True,True
Ebrio De Amor,Valentín Elizalde,Lo Más Escuchado De,album,True,True
La Más Deseada,Valentín Elizalde,Volveré a Amar,album,True,True
Lobo Domesticado,Valentín Elizalde,Lobo Domesticado,album,True,True
Soy Así,Valentín Elizalde,Soy Así,album,True,True
"El Pavido Navido - En Vivo Desde Delfos, Guadalajara/2002",Valentín Elizalde,Valentin Elizalde En Vivo,album,True,True
"Chura Liya Hai Tumne Jo Dil Ko (From ""Yaadon Ki Baaraat"")",Asha Bhosle,Singing Icon - Asha Bhosle,album,False,True
"Kitaben Bahut Si (From ""Baazigar"")",Asha Bhosle,Suron Ki Mallika - Asha Bhosle,album,False,False
Janu Meri Jaan - Shaan / Soundtrack Version,Asha Bhosle,King of Melody - R. D. Burman - Love is in the Air,compilation,True,True
Abhi Na Jao Chhod Kar,Asha Bhosle,Hum Dono (Original Motion Picture Soundtrack),single,True,True
Ajnabi Mujhko Itna Bata,Asha Bhosle,Pyaar To Hona Hi Tha (Original Motion Picture Soundtrack),album,True,True
Radha Kaise Na Jale,Asha Bhosle,Lagaan (Original Motion Picture Soundtrack),album,True,True
"O Haseena Zulfonwale Jane Jahan (From ""Teesri Manzil"")",Asha Bhosle,Memoirically - Mohammed Rafi,album,False,False
Le Gayi,Asha Bhosle,Dil To Pagal Hai,album,False,False
"Chehra Kya Dekhte Ho (From ""Salaami"")",Asha Bhosle,Suron Ki Mallika - Asha Bhosle,album,True,True
Zara Sa Jhoom Loon Main,Asha Bhosle,Dilwale Dulhania Le Jayenge (Original Motion Picture Soundtrack),album,True,True
Triste Recuerdo,Antonio Aguilar,Antonio Aguilar con Mariachi,album,False,False
Bandido De Amores,Antonio Aguilar,Grandes Duetos,album,False,False
El Hijo Desobediente,Antonio Aguilar,"Rancherísimo, Vol. 2",album,False,True
Un Puño De Tierra,Antonio Aguilar,"Antonio Aguilar Con Tambora, Vol. 2",album,False,False
Nadie Es Eterno,Antonio Aguilar,"Antonio Aguilar Con Tambora, Vol. 6",album,False,False
Lamberto Quintero,Antonio Aguilar,Antonio Aguilar con Mariachi,album,False,False
Que Me Entierren Con La Banda,Antonio Aguilar,"Tambora, Vol. 3",album,False,False
Busca Otro Amor,Antonio Aguilar,Antonio Aguilar Con Tambora,album,False,True
De Mañana En Ocho Días,Antonio Aguilar,"Tambora, Vol. 3",album,False,True
Gabino Barrera,Antonio Aguilar,Corridos,album,False,False
No Hay Novedad,Los Cadetes De Linares,4 Decadas 20 Boleros,album,False,True
Los Dos Amigos,Los Cadetes De Linares,12 Kilates Puros Corridos,album,False,False
El Palomito,Los Cadetes De Linares,4 Decadas de Exitos,album,False,False
Una Pagina Mas,Los Cadetes De Linares,4 Decadas 20 Boleros,album,False,False
Las Tres Tumbas,Los Cadetes De Linares,12 Kilates Puros Corridos,album,False,False
El Asesino,Los Cadetes De Linares,Tu Nombre,album,False,True
Una Lagrima y Un Recuerdo,Los Cadetes De Linares,4 Decadas 20 Boleros,album,False,False
